"subject","age","gender","motherTongue","Dialect","parents","raised","education","linguisticEducation","order","condition","item","rating","rt"
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",201,"BF",323,7,4597
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",223,"gf",214,7,5831
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",159,"shortAdjunctNoI",37,7,9756
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",183,"BF",305,3,153084
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",146,"longWhetherIsla",24,3,6740
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",214,"gf",205,7,6245
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",98,"longSubjectIsl",28,1,14013
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",180,"BF",302,1,4914
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",141,"shortWhetherIsl",23,7,6473
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",195,"BF",317,4,8069
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",82,"longNaarIsl",16,4,12588
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",17,"localTop",603,3,10183
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",184,"BF",306,7,4978
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",114,"longSubjectIsl",32,4,12586
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",205,"BF",327,7,6801
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",125,"shortWhetherIsl",19,7,5440
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",185,"BF",307,1,7030
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",61,"shortNaarIsl",11,7,9729
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",206,"BF",328,3,10062
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",196,"BF",318,2,11444
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",66,"longNaarIsl",12,5,6983
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",130,"longWhetherIsla",20,2,7852
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",187,"BF",309,1,6929
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",45,"shortFordiIsl",7,7,7422
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",15,"localTop",601,7,7555
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",193,"BF",315,7,14444
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",213,"gf",204,7,5319
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",67,"shortNaarNoI",13,7,8846
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",176,"longAdjunctNoI",34,7,8089
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",211,"gf",202,7,8647
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",88,"shortSubjectIsl",26,7,11621
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",16,"localTop",602,5,13419
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",56,"longNaarNoI",10,7,6403
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",212,"gf",203,7,5862
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",77,"shortNaarIsl",15,6,13830
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",194,"BF",316,1,5913
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",202,"BF",324,1,8204
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",188,"BF",310,1,6620
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",104,"shortSubjectIsl",30,7,5596
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",186,"BF",308,6,10277
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",156,"longAdjunctNoI",38,7,16674
"15099640804ca6ed9367c1b78db87e12f3d62e3022",52,"M","norsk","Nordland","Samisk","norsk","Vid g skole","N",222,"gf",213,7,6493
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",64,"longNaarNoI",12,7,7575
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",209,"BF",332,5,13401
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",210,"gf",201,6,7139
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",158,"longAdjunctIsla",38,6,8270
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",212,"gf",203,6,21436
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",16,"localTop",602,1,15986
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",106,"longSubjectIsl",30,1,9934
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",42,"longFordiIsl",6,5,13597
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",208,"BF",331,1,9463
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",138,"longWhetherIsla",22,6,7855
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",10,"introItems",501,1,18318
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",185,"BF",307,1,21833
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",21,"shortFordiIsl",1,6,11413
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",13,"introItems",504,2,9486
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",188,"BF",310,1,4807
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",11,"introItems",502,1,9295
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",12,"introItems",503,2,21624
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",32,"longFordiNoI",4,6,12837
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",220,"gf",211,7,10518
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",213,"gf",204,7,7073
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",196,"BF",318,1,8011
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",192,"BF",314,6,16040
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",85,"shortSubjectnoI",25,7,13416
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",178,"longAdjunctIsla",34,2,10929
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",217,"gf",208,7,16554
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",197,"BF",319,2,10540
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",37,"shortFordiIsl",5,4,23300
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",14,"introItems",505,6,7787
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",189,"BF",311,3,13194
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",205,"BF",327,2,7238
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",107,"shortSubjectnoI",31,7,17267
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",218,"gf",209,7,13470
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",193,"BF",315,3,19853
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",133,"shortWhetherIsl",21,5,13947
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",122,"longWhetherIsla",18,3,9670
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",183,"BF",305,1,11966
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",180,"BF",302,1,7787
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",223,"gf",214,7,9027
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",101,"longSubjectnoI",29,4,9500
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",179,"BF",301,1,4355
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",190,"BF",312,4,7723
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",173,"shortAdjunctIsl",33,5,17880
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",222,"gf",213,5,19965
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",69,"shortNaarIsl",13,7,11348
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",199,"BF",321,3,8746
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",117,"shortWhetherIsl",17,6,28820
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",200,"BF",322,1,8291
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",80,"longNaarNoI",16,3,9589
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",211,"gf",202,7,7368
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",26,"longFordiIsl",2,1,5339
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",206,"BF",328,4,7927
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",90,"longSubjectIsl",26,1,7076
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",15,"localTop",601,7,11370
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",139,"shortWhetherNoI",23,7,6497
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",191,"BF",313,1,5627
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",112,"shortSubjectIsl",32,7,9614
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",219,"gf",210,7,17404
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",91,"shortSubjectnoI",27,7,6228
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",204,"BF",326,1,6453
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",181,"BF",303,1,7122
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",203,"BF",325,1,816779
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",53,"shortNaarIsl",9,7,11649
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",201,"BF",323,4,9996
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",58,"longNaarIsl",10,5,8551
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",214,"gf",205,5,19804
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",75,"shortNaarNoI",15,6,30751
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",48,"longFordiNoI",8,4,15814
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",186,"BF",308,1,11535
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",43,"shortFordiNoI",7,7,10342
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",194,"BF",316,1,460728
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",144,"longWhetherNoI",24,4,8323
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",224,"gf",215,6,13615
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",161,"shortAdjunctIsl",37,7,5417
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",123,"shortWhetherNoI",19,7,6944
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",221,"gf",212,7,9217
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",96,"shortSubjectIsl",28,7,7918
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",207,"BF",329,1,5660
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",59,"shortNaarNoI",11,7,32216
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",216,"gf",207,7,13601
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",151,"shortAdjunctNoI",39,7,12345
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",167,"shortAdjunctNoI",35,7,12934
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",187,"BF",309,1,11150
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",195,"BF",317,7,14711
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",18,"localTop",604,7,11647
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",74,"longNaarIsl",14,2,8306
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",202,"BF",324,1,9554
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",164,"longAdjunctNoI",36,7,16035
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",17,"localTop",603,2,7405
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",184,"BF",306,2,11485
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",198,"BF",320,1,5332
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",182,"BF",304,1,11334
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",27,"shortFordiNoI",3,7,13625
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",215,"gf",206,7,13465
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",148,"longAdjunctNoI",40,7,15707
"1509964660c59af550c410e0180f2ed7e996c28266",72,"M","norsk","vestlandet","norsk","norsk","universitet","N",128,"longWhetherNoI",20,1,10012
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",74,"longNaarIsl",14,1,7060
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",21,"shortFordiIsl",1,7,11151
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",221,"gf",212,6,8605
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",192,"BF",314,4,19781
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",122,"longWhetherIsla",18,5,4611
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",213,"gf",204,6,5298
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",91,"shortSubjectnoI",27,6,8344
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",207,"BF",329,1,7261
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",204,"BF",326,3,7965
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",217,"gf",208,7,17439
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",48,"longFordiNoI",8,5,5562
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",202,"BF",324,1,5061
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",187,"BF",309,2,9309
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",17,"localTop",603,2,5950
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",112,"shortSubjectIsl",32,7,6433
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",182,"BF",304,1,6217
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",144,"longWhetherNoI",24,3,5167
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",210,"gf",201,4,8011
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",43,"shortFordiNoI",7,7,7965
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",196,"BF",318,1,7987
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",101,"longSubjectnoI",29,6,10731
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",37,"shortFordiIsl",5,2,16798
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",191,"BF",313,1,4692
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",85,"shortSubjectnoI",25,3,42838
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",211,"gf",202,7,10304
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",27,"shortFordiNoI",3,7,12069
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",222,"gf",213,5,10328
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",53,"shortNaarIsl",9,7,4612
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",183,"BF",305,2,3440
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",151,"shortAdjunctNoI",39,6,7670
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",16,"localTop",602,4,15128
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",64,"longNaarNoI",12,7,9898
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",194,"BF",316,1,5749
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",206,"BF",328,3,10719
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",58,"longNaarIsl",10,6,5283
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",214,"gf",205,6,16829
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",138,"longWhetherIsla",22,6,6052
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",201,"BF",323,2,9093
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",32,"longFordiNoI",4,5,8685
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",209,"BF",332,2,11841
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",128,"longWhetherNoI",20,3,9641
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",181,"BF",303,1,5674
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",80,"longNaarNoI",16,6,8651
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",218,"gf",209,6,14342
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",208,"BF",331,2,9304
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",96,"shortSubjectIsl",28,5,9459
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",197,"BF",319,1,4104
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",69,"shortNaarIsl",13,7,6511
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",220,"gf",211,7,7035
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",167,"shortAdjunctNoI",35,6,7547
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",185,"BF",307,1,5962
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",161,"shortAdjunctIsl",37,7,6048
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",10,"introItems",501,1,7323
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",11,"introItems",502,1,4913
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",12,"introItems",503,4,16262
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",13,"introItems",504,3,15245
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",14,"introItems",505,2,7006
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",186,"BF",308,2,13706
"1509968374838f02b9566c3af9eb10fd1cc2d05095",45,"F","norsk","nordlending","norsk","norsk","master","N",190,"BF",312,6,6713
